packageOrder,packagePageStart,packagePageEnd,date,pageCount,title,documentType,sourceClass,themes,sourceUrl,pdfUrl,sourceNote
106,588,592,1997-03-16,5,MEMORANDUM OF CONVERSATION BETWEEN THE SERETARY AND FM Y. M. PRIMAKOV,ME,state-foia,nato-expansion; architecture; cfe-osce; nsc-soc,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06703630/C06703630.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06703630/C06703630.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06703630. RELEASE IN FULL."
107,593,595,1994-11-29,3,CZECH DEFENSE MINISTER'S 11/29 MEETING WITH THE DEPUTY SECRETARY,TE,state-foia,nato-expansion; pfp; cfe-osce; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Jun2019_2020/F-2017-13804/DOC_0C06694716/C06694716.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Jun2019_2020/F-2017-13804/DOC_0C06694716/C06694716.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06694716. RELEASE IN FULL."
108,596,601,1996-07-23,6,SECRETARY CHRISTOPHER'S JULY 10 BREAKFAST FOR POLISH PRESIDENT KWASNIESKI,TE,state-foia,nato-expansion; pfp; cfe-osce; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Jul2019_2020/F-2017-13804/DOC_0C06698299/C06698299.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Jul2019_2020/F-2017-13804/DOC_0C06698299/C06698299.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06698299. RELEASE IN FULL."
109,602,604,1996-05-28,3,DEPUTY SECRETARY'S MEETING WITH BELARUSIAN PARLIAMENTARY SPEAKER SHARETSKY,TE,state-foia,nato-expansion; nac-usnato; architecture; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Jun2019_2020/F-2017-13804/DOC_0C06697772/C06697772.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Jun2019_2020/F-2017-13804/DOC_0C06697772/C06697772.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06697772. RELEASE IN FULL."
110,605,609,1996-09-06,5,MEMORANDUM OF CONVERSATION BETWEEN ACTING SECRETARY TALBOTT AND POLISH MINISTER OF DEFENSE DOBRZANSKI,TE,state-foia,nato-expansion; nac-usnato; architecture; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Jul2019_2020/F-2017-13804/DOC_0C06698263/C06698263.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Jul2019_2020/F-2017-13804/DOC_0C06698263/C06698263.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06698263. RELEASE IN FULL."
111,610,626,1997-03-06,17,MEMORANDUM OF CONVERSATION MEETING PRESIDENT CLINTON AND PRESIDENT YELTSIN,ME,state-foia,nato-russia; open-door-map; cfe-osce; nsc-soc,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06703521/C06703521.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06703521/C06703521.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06703521. RELEASE IN FULL."
112,627,636,1996-09-25,10,JFC/GEM CONVERSATION,MI,state-foia,nato-expansion; nac-usnato; cfe-osce; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Jul2019_2020/F-2017-13804/DOC_0C06698207/C06698207.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Jul2019_2020/F-2017-13804/DOC_0C06698207/C06698207.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06698207. RELEASE IN FULL."
113,637,640,1996-10-29,4,DEPUTY SECRETARY TALBOTT'S OCTOBER 2 MEETING WITH ITALIAN DEFENSE MINISTER ANDREATTA,TE,state-foia,nato-expansion; nac-usnato; cfe-osce; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06698723/C06698723.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06698723/C06698723.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06698723. RELEASE IN FULL."
114,641,644,1996-12-20,4,LISBON SUMMIT: DEPUTY SECRETARY'S MEETING WITH ROMANIAN PRESIDENT CONSTANTINESCU,TE,state-foia,nato-expansion; nac-usnato; cfe-osce; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06698368/C06698368.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06698368/C06698368.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06698368. RELEASE IN FULL."
115,645,647,1993-11-03,3,NATO and U.S. Influence,NSC information memorandum,clinton-library-mdr,pfp; architecture; cfe-osce; nsc-soc,https://clinton.presidentiallibraries.us/items/show/101137,https://clinton.presidentiallibraries.us/files/original/daba4e1e86126f7392f28f4619aa711a.pdf,"Source: Clinton Presidential Records, NSC Cable, Email, and Records Management System, Mandatory Declassification Review 2015-0772-M, Clinton Digital Library PDF pages 36-38. Confidential."
116,648,651,1996-10-02,4,THE DEPUTY SECRETARY'S 9/16/96 MEETING WITH GERMAN MFA MINISTER OF STATE WERNER HOYER,TE,state-foia,nato-expansion; nato-russia; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06698816/C06698816.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06698816/C06698816.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06698816. RELEASE IN FULL."
117,652,656,1996-12-09,5,DEPUTY SECRETARY' S VISIT TO OSLO,TE,state-foia,nato-expansion; nato-russia; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06699000/C06699000.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06699000/C06699000.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06699000. RELEASE IN FULL."
118,657,671,1997-01-15,15,MEMORANDUM OF CONVERSATION,ME,state-foia,nato-expansion; nato-russia; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06702796/C06702796.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06702796/C06702796.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06702796. RELEASE IN FULL."
119,672,676,1997-01-21,5,DEPUTY SECRETARY'S VISIT TO OSLO,TE,state-foia,nato-expansion; nato-russia; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06703046/C06703046.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06703046/C06703046.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06703046. RELEASE IN FULL."
120,677,688,1997-01-23,12,"TALBOTT-FUERTH DELEGATION MEETING WITH ANATOLIY CHUBAIS, CHIEF OF THE RUSSIAN PRESIDENTIAL ADMINISTRATION",ME,state-foia,nato-expansion; nato-russia; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06703698/C06703698.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06703698/C06703698.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06703698. RELEASE IN FULL."
121,689,691,1994-09-23,3,MAMEDOV'S THOUGHTS ON YOUR CONVERSATION WITH YELTSIN,TE,state-foia,nato-expansion; architecture; cfe-osce; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Jun2019_2020/F-2017-13804/DOC_0C06695261/C06695261.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Jun2019_2020/F-2017-13804/DOC_0C06695261/C06695261.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06695261. RELEASE IN FULL."
122,692,695,1994-10-20,4,"October 20, 1994 Eyes only To The Secretary From Strobe Talbott",MI,state-foia,nato-expansion; architecture; cfe-osce; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2022V2/F-2017-13804/DOC_0C09000140/C09000140.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2022V2/F-2017-13804/DOC_0C09000140/C09000140.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C09000140. RELEASE IN FULL."
123,696,698,1994-10-20,3,"October 20, 1994 Letter from Strobe Talbott to Chris",GC,state-foia,nato-expansion; architecture; cfe-osce; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2022V2/F-2017-13804/DOC_0C09000141/C09000141.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2022V2/F-2017-13804/DOC_0C09000141/C09000141.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C09000141. RELEASE IN FULL."
124,699,703,1996-10-02,5,DEPUTY SECRETATY'S 9/16 AND 9/19 MEETING WITH UKRAINIAN NSDC SECRETARY HORBULYN,TE,state-foia,nato-expansion; architecture; cfe-osce; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06698651/C06698651.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06698651/C06698651.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06698651. RELEASE IN FULL."
125,704,707,1996-10-29,4,THE DEPUTY SECRETARY'S MEETING WITH SLOVAK FOREIGN MINISTER PAVOL HAMZIK,TE,state-foia,nato-expansion; architecture; cfe-osce; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06698702/C06698702.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06698702/C06698702.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06698702. RELEASE IN FULL."
126,708,712,1997-01-28,5,DEPUTY SECRETARY'S CONVERSATION WITH GERMAN NATIONAL SECURITY ADVISOR JOACHIM BITTERLICH,TE,state-foia,nato-expansion; architecture; cfe-osce; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06703023/C06703023.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06703023/C06703023.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06703023. RELEASE IN FULL."
127,713,716,1997-03-18,4,DEPUTY SECRETARY'S CONVERSATION WITH GERMAN MFA POLITICAL DIRECTOR ISCHINGER,TE,state-foia,nato-expansion; nac-usnato; architecture; cfe-osce,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06702857/C06702857.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06702857/C06702857.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06702857. RELEASE IN FULL."
128,717,718,1997-03-18,2,THE DEPUTY SECRETARY'S CONVERSATION WITH BRITTISH MFA POLITICAL DIRECTOR JEREMY GREENSTOCK,TE,state-foia,nato-expansion; nac-usnato; architecture; cfe-osce,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06702896/C06702896.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06702896/C06702896.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06702896. RELEASE IN FULL."
129,719,723,1999-07-26,5,"Deputy Secretarys meeting with Finnish Dep State Secretary Blomberg July 21, 1999",TE,state-foia,nato-expansion; architecture; cfe-osce; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_L_Feb2020/F-2017-13804/DOC_0C06814644/C06814644.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Feb2020/F-2017-13804/DOC_0C06814644/C06814644.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06814644. UNSPECIFIED IN SOURCE."
130,724,735,1993-04-04,12,Meeting with Russian President Boris Yeltsin on Security Issues,Memcon,nara-catalog,nato-russia; candidate-states; nsc-soc,https://catalog.archives.gov/id/163545404,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscrm/7585721/6-YeltsinVancouver.pdf,"Source: National Archives Catalog item 163545404, Clinton Library case 2014-0901-M, NSC Records Management PRS Files, Document ID 9302226. Derivative PDF extracts source pages 19-30 and appends source marker page 2 as provenance sheet. Secret."
131,736,738,1994-08-27,3,"August 27, 1994 Letter from Strobe to Chris",GC,state-foia,nato-expansion; candidate-states; nsc-soc,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2022V2/F-2017-13804/DOC_0C09000155/C09000155.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2022V2/F-2017-13804/DOC_0C09000155/C09000155.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C09000155. RELEASE IN FULL."
132,739,744,1994-09-28,6,Second Clinton/Yeltsin One-on-One,Memcon,nara-catalog,nato-russia; candidate-states; nsc-soc,https://clinton.presidentiallibraries.us/items/show/101758,https://clinton.presidentiallibraries.us/files/original/2509827ca57f98e07eec584b3d69250f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library item 101758, ""Declassified documents concerning telcon between the President and Boris Yeltsin on September 28, 1994,"" identifier 2018-1215-M; creators National Security Council, NSC European Affairs Office, and Alexander Vershbow; part of National Archives Catalog Description, NAID 7585499; Clinton Presidential Records: White House Staff and Office Files; Declassified Documents collection. Direct review shows the extracted pages are the complete ""Second Clinton/Yeltsin One-on-One"" meeting text. Confidential."
133,745,749,1995-10-23,5,"TABLOTT DELEGATION'S MEETING WITH FRENCH INTERAGENCY TEAM, OCTOBER 19",TE,state-foia,nato-expansion; nac-usnato; nsc-soc,https://foia.state.gov/DOCUMENTS/FOIA_Jul2019_2020/F-2017-13804/DOC_0C06698115/C06698115.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Jul2019_2020/F-2017-13804/DOC_0C06698115/C06698115.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06698115. RELEASE IN FULL."
134,750,753,1996-09-24,4,MEETING WHIT FOREIGN MINISTER OF RUSSIA YEVGENIY PRIMAKOV,ME,state-foia,nato-expansion; candidate-states; nsc-soc,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06699025/C06699025.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06699025/C06699025.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06699025. RELEASE IN FULL."
135,754,755,1997-02-10,2,THE DEPUTY SECRETARY'S CONVERSATION WITH NATO SECRETARY GENERAL SOLANA,TE,state-foia,nato-expansion; nac-usnato; nsc-soc,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06702843/C06702843.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06702843/C06702843.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06702843. RELEASE IN PART."
136,756,760,1998-10-08,5,Deputy Foreign Minister's October 6 Meeting with the Acting Secretary,TE,state-foia,nato-expansion; open-door-map; nac-usnato,https://foia.state.gov/DOCUMENTS/FOIA_L_Feb2020/F-2017-13804/DOC_0C06782268/C06782268.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Feb2020/F-2017-13804/DOC_0C06782268/C06782268.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06782268. UNSPECIFIED IN SOURCE."
137,761,768,1997-02-27,8,"SECRETARYVS MEETING WITH JAVIER SOLANA, NATO SECRETARY GENERAL, FEBRUARY 18, BRUSSELS, BELGIUM",TE,state-foia,madrid-summit; nac-usnato; cfe-osce; nsc-soc,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06702829/C06702829.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06702829/C06702829.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06702829. RELEASE IN PART."
138,769,772,1994-01-13,4,Prague Assessment: Hungarians Very Upbeat,Cable,clinton-library-mdr,nato-russia; pfp; candidate-states,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-02/2024-0540-M.pdf,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-02/2024-0540-M.pdf,"Source: Clinton Presidential Records, Mandatory Declassification Review 2024-0540-M, Clinton Library PDF pages 64-67. Confidential."
139,773,791,1996-09-26,19,"HERE IS A DRAFT MEMCON, FOR YOUR EYES ONLY.",MI,state-foia,nato-expansion; nato-russia; cfe-osce,https://foia.state.gov/DOCUMENTS/FOIA_Jul2019_2020/F-2017-13804/DOC_0C06698205/C06698205.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Jul2019_2020/F-2017-13804/DOC_0C06698205/C06698205.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06698205. RELEASE IN FULL."
140,792,795,1997-01-01,4,DRAFT LETTER FROM THE SECRETARY TO CENTRAL EUROPEAN COUNTERPARTS w/Attached Facsimile Transmission,Source Lead,state-foia,nato-expansion; architecture; cfe-osce,https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2023/FL-2017-13804/DOC_0C09000060/C09000060.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2023/FL-2017-13804/DOC_0C09000060/C09000060.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Release March 2023, Document C09000060. Unclassified."
141,796,798,1997-01-09,3,MEMORANDUM OF CONVERSATION BETWEEN VICE PRESIDENT GORE AND PORTUGUESE PRIME MINISTER GUTERRES,TE,state-foia,nato-expansion; nato-russia; cfe-osce,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06698843/C06698843.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06698843/C06698843.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06698843. RELEASE IN FULL."
142,799,801,1993-06-30,3,The NATO Summit: Timing and Venue,State Department draft memorandum,clinton-library-mdr,nato-russia; cfe-osce; nsc-soc,https://clinton.presidentiallibraries.us/items/show/101137,https://clinton.presidentiallibraries.us/files/original/daba4e1e86126f7392f28f4619aa711a.pdf,"Source: Clinton Presidential Records, NSC Cable, Email, and Records Management System, Mandatory Declassification Review 2015-0772-M, Clinton Digital Library PDF pages 10-12. Confidential."
143,802,806,1995-10-23,5,Memorandum of Conversation - Lunch with President Boris Yeltsin,Memcon,nara-catalog,nato-russia; nsc-soc,https://catalog.archives.gov/id/163545436,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscrm/7585721/7-YeltsinHydePark.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Clinton NSC Records Management Office, 2014-0948-M, NAID 163545436. Secret."
144,807,814,1999-02-19,8,DEPSEC MEETING WITH GERMAN STATE SECRETARY ISCHINGER ON 2/4,TE,state-foia,open-door-map; nac-usnato; architecture; nsc-soc,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2021_C/F-2017-13804/DOC_0C06771540/C06771540.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2021_C/F-2017-13804/DOC_0C06771540/C06771540.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06771540. UNSPECIFIED IN SOURCE."
145,815,817,1994-10-12,3,UNGA BILATERAL: DEPUTY SECRETARY TALBOTT'S MEETING WITH HUNGARIAN FOREIGN MINISTER KOVACS,TE,state-foia,nato-expansion; pfp; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Jun2019_2020/F-2017-13804/DOC_0C06694730/C06694730.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Jun2019_2020/F-2017-13804/DOC_0C06694730/C06694730.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06694730. RELEASE IN FULL."
146,818,820,1996-05-30,3,DEPUTY SECRETARY'S CONVERSATION WITH SLOVERNIAN PM DRNOVSEK,TE,state-foia,nato-expansion; pfp; nac-usnato,https://foia.state.gov/DOCUMENTS/FOIA_Jun2019_2020/F-2017-13804/DOC_0C06697767/C06697767.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Jun2019_2020/F-2017-13804/DOC_0C06697767/C06697767.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06697767. RELEASE IN FULL."
147,821,822,1994-01,2,U.S. Initiatives for Prague,Briefing paper,clinton-library-mdr,pfp; candidate-states; nsc-soc,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-02/2024-0540-M.pdf,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-02/2024-0540-M.pdf,"Source: Clinton Presidential Records, Mandatory Declassification Review 2024-0540-M, Clinton Library PDF pages 31-32. Confidential."
148,823,827,1994-01-26,5,"January 26, 1994 Letter to Chris",GC,state-foia,nato-expansion; cfe-osce; nsc-soc,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2022V2/F-2017-13804/DOC_0C09000170/C09000170.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2022V2/F-2017-13804/DOC_0C09000170/C09000170.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C09000170. RELEASE IN FULL."
149,828,835,1997-03-07,8,OFFICIAL INFORMAL - DEPUTY SECRETARY'S MEETING WITH PRESIDENTIAL FOREIGN POLICY ADVISOR RYURIKOV,TE,state-foia,nato-russia; architecture; cfe-osce; nsc-soc,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06703179/C06703179.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06703179/C06703179.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06703179. RELEASE IN FULL."
150,836,841,1997-03-07,6,OFFICIAL INFORMAL - DEPUTY SECRETARY'S MEETING WITH PRESIDENTIAL FOREIGN POLICY ADVISOR RYURIKOV,TE,state-foia,nato-russia; architecture; cfe-osce; nsc-soc,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06703610/C06703610.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06703610/C06703610.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06703610. RELEASE IN FULL."
151,842,847,1995-03-07,6,Memorandum of Conversation - NATO Secretary General Willy Claes,Memcon,clinton-digital-library,nato-russia; pfp,https://clinton.presidentiallibraries.us/items/show/101431,https://clinton.presidentiallibraries.us/files/original/d0ded4f90ac23c43251c708836610931.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Memcons - Memoranda of Conversation, Release 2015-0755-M, Item 101431. Secret."
152,848,850,1995-12-07,3,DEPUTY SECRETARY'S DECEMBER 6 MEETING WITH HINGARIAN PRIME MINISTER HORN,TE,state-foia,nato-expansion; nac-usnato; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Jul2019_2020/F-2017-13804/DOC_0C06698143/C06698143.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Jul2019_2020/F-2017-13804/DOC_0C06698143/C06698143.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06698143. RELEASE IN FULL."
153,851,853,1993-08-26,3,Agreement on a Euro-Atlantic Partnership for Peace,Draft statement,clinton-library-mdr,pfp; architecture; nsc-soc,https://clinton.presidentiallibraries.us/items/show/118449,https://clinton.presidentiallibraries.us/files/original/30a20581e145dde08f2fa55c745c04f2.pdf,"Source: Clinton Presidential Records, NSC Records Management, DC0054 DC Meeting on NATO Summit, September 8, 1993, Mandatory Declassification Review 2015-0768-M, Clinton Digital Library, PDF pages 40-42. Confidential."
154,854,859,1999-02-19,6,DEPSEC MEETING WITH GERMAN FORMIN FISCHER ON 2/4,TE,state-foia,open-door-map; architecture; cfe-osce; nsc-soc,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2021_C/F-2017-13804/DOC_0C06771551/C06771551.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2021_C/F-2017-13804/DOC_0C06771551/C06771551.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06771551. UNSPECIFIED IN SOURCE."
155,860,866,1999-02-19,7,DEPSEC MEETING WITH GERMAN MOD STATE SECRETARY STUETZLE ON 2/4,TE,state-foia,open-door-map; architecture; cfe-osce; nsc-soc,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2021_C/F-2017-13804/DOC_0C06771547/C06771547.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2021_C/F-2017-13804/DOC_0C06771547/C06771547.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06771547. UNSPECIFIED IN SOURCE."
156,867,871,1996-10-29,5,ACTING SECRETARY TALBOTT MEETING WITH KYRGYZ FM OTUNBAYEVA,TE,state-foia,nato-expansion; pfp; cfe-osce,https://foia.state.gov/DOCUMENTS/FOIA_L_Jun2021_LC/F-2017-13804/DOC_0C06698733/C06698733.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Jun2021_LC/F-2017-13804/DOC_0C06698733/C06698733.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06698733. UNSPECIFIED IN SOURCE."
157,872,875,1997-02-05,4,UK POLITICAL DIRECTOR GREENSTOCK'S CONSULTATIONS WITH DEPUTY SECRETARY TALBOTT OR NATO-RUSSIA,TE,state-foia,nato-russia; nac-usnato; cfe-osce; candidate-states,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06702980/C06702980.pdf,https://foia.state.gov/DOCUMENTS/FOIA_Aug2019_2020/F-2017-13804/DOC_0C06702980/C06702980.pdf,"Source: Department of State, FOIA Virtual Reading Room, Case F-2017-13804, Doc No. C06702980. RELEASE IN FULL."
